,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,posemo,interrog,number,quant,affect,negemo,compare,social,anx,anger,sad,risk,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,money,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
217,8,99.0,10.58,99.0,25.77,8.0,12.5,87.5,37.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,7,93.26,7.67,13.15,25.77,7.0,28.57,85.71,28.57,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,40,11.86,15.86,27.99,1.0,10.0,20.0,85.0,55.0,17.5,2.5,0.0,0.0,2.5,0.0,0.0,15.0,2.5,10.0,10.0,12.5,2.5,7.5,17.5,0.0,0.0,0.0,2.5,2.5,5.0,0.17500875043752200,0.0,0.05,0.0,0.0,5.0,0.11251125112511300,0.0,0.0,0.0,0.0,25.0,5.0,7.5,0.0,2.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,5.0,0.0,0.11001100110011,0.0,15.0,0.0,5.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,20.0,7.5,2.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,2.5
221,20,66.46,30.86,1.0,96.76,20.0,15.0,90.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.0,10.0,10.0,10.0,0.0,10.0,15.0,0.16666666666666700,0.0,0.0,5.0,15.0,0.17500875043752200,0.15001500150015,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,5.0,0.0,0.11001100110011,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
222,15,3.34,1.0,43.37,25.77,15.0,13.33,80.0,53.33,13.33,6.67,6.67,0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,6.67,13.33,13.33,13.33,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,13.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,10,25.89,15.86,1.0,25.77,10.0,10.0,80.0,60.0,30.0,30.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000300030003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,8,11.86,10.58,7.84,99.0,4.0,0.0,75.0,50.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,25.0,12.5,0.0,12.5,12.5,0.20833333333333300,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275027502750275,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,42,68.29,31.71,68.01,70.57,21.0,14.29,80.95,40.48,14.29,4.76,4.76,0.0,0.0,0.0,0.0,9.52,2.38,11.9,7.14,2.38,2.38,2.38,23.81,7.14,0.03966666666666670,0.0,2.38,2.38,2.38,0.0,0.14281428142814300,0.09520000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2.38,2.38,0.0,2.38,2.38,2.38,7.14,4.76,2.38,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,2.38,2.38,4.76,0.1570957095709570,16.67,4.76,2.38,14.29,0.0,4.76,9.52,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,9,18.82,50.0,4.97,99.0,9.0,22.22,77.78,33.33,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.18516666666666700,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.4888888888888890,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,19,77.17,50.0,4.05,99.0,6.33,10.53,57.89,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,10.53,5.26,0.0,5.26,5.26,0.1755,5.26,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,5.26,0.0,5.26,0.34741474147414700,0.0,5.26,0.0,10.53,0.0,5.26,5.26,5.26,0.0,0.0,0.0,0.0,10.53,0.0,10.53,0.0,0.0,0.0,21.05,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,17,99.0,50.0,1.0,99.0,8.5,5.88,76.47,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,17.65,0.0,0.0,0.0,0.0,0.0,17.65,0.29416666666666700,0.0,5.88,11.76,23.53,0.2058102905145260,0.17641764176417600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17.65,0.0,5.88,0.0,11.76,0.25874587458745900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,5.88,5.88,0.0,0.0,23.53,5.88,11.76,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0
230,16,1.0,3.05,74.76,99.0,16.0,18.75,87.5,68.75,25.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,6.25,25.0,6.25,0.0,6.25,43.75,0.0,0.10416666666666700,6.25,0.0,0.0,6.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,12.5,6.25,6.25,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,18.75,12.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
231,17,1.0,1.0,99.0,25.77,17.0,17.65,82.35,70.59,29.41,17.65,17.65,0.0,0.0,0.0,0.0,11.76,0.0,11.76,23.53,0.0,5.88,17.65,23.53,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.17641764176417600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06,5.88,0.0,0.0,5.88,0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,11,57.84,99.0,2.4,25.77,5.5,9.09,72.73,54.55,18.18,18.18,0.0,0.0,18.18,0.0,0.0,0.0,0.0,18.18,9.09,0.0,0.0,9.09,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,9.09,9.09,0.0,0.0,0.0,9.09,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,17,7.44,1.0,99.0,25.77,8.5,17.65,82.35,52.94,23.53,17.65,17.65,0.0,0.0,0.0,0.0,5.88,5.88,5.88,11.76,0.0,5.88,11.76,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3883388338833880,0.0,11.76,5.88,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,11.76,5.88,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,17,42.68,1.0,28.81,25.77,8.5,11.76,82.35,41.18,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,11.76,11.76,0.0,5.88,11.76,23.53,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,5.88,0.0,5.88,0.0,17.65,11.76,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,11.76,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,14,48.63,1.0,99.0,99.0,14.0,7.14,85.71,50.0,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,7.14,7.14,14.29,0.0,0.0,7.14,21.43,14.29,0.23816666666666700,0.0,0.0,7.14,14.29,0.0,0.42874287428742900,0.14280000000000000,0.0,0.0,0.0,0.3213321332133210,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,7.14,7.14,0.1570957095709570,0.0,21.43,7.14,7.14,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,7.14
237,8,1.0,99.0,1.0,25.77,8.0,0.0,87.5,62.5,37.5,12.5,0.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,12.5,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,16,56.25,3.05,74.76,25.77,8.0,12.5,87.5,56.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0,12.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41254125412541300,0.0,12.5,0.0,12.5,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,8,93.26,99.0,7.84,99.0,8.0,50.0,62.5,25.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.20833333333333300,0.0,0.0,0.0,12.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275027502750275,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
240,8,1.0,1.0,99.0,25.77,8.0,0.0,100.0,75.0,25.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,12.5,12.5,12.5,37.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,17,93.26,3.89,91.95,99.0,17.0,11.76,82.35,47.06,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,23.53,5.88,0.0,5.88,5.88,23.53,5.88,0.196,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,11.76,0.0,0.0,0.12937293729372900,0.0,17.65,0.0,17.65,5.88,11.76,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,12,81.63,20.24,98.01,25.77,12.0,25.0,75.0,25.0,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,25.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3748874887488750,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.33,8.33,0.18327832783278300,16.67,0.0,0.0,25.0,0.0,8.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,6,1.92,1.0,23.51,25.77,3.0,0.0,100.0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,33.33,0.0,0.0,16.67,50.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3667766776677670,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,6,93.26,50.0,23.51,25.77,6.0,0.0,83.33,33.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,10,93.26,15.86,43.37,99.0,10.0,0.0,90.0,70.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,10.0,10.0,0.0,0.0,20.0,0.0,0.16666666666666700,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,17,74.42,88.03,91.95,25.77,8.5,23.53,82.35,58.82,11.76,5.88,0.0,0.0,5.88,0.0,0.0,5.88,0.0,29.41,0.0,23.53,5.88,0.0,11.76,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.2352,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,29.41,5.88,5.88,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,17.65,0.0,11.76,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0
249,9,4.69,98.62,4.97,99.0,9.0,11.11,88.89,55.56,11.11,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,22.22,11.11,0.0,11.11,11.11,0.3703333333333330,0.0,0.0,0.0,22.22,0.0,0.0,0.44440000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,5,93.26,97.69,1.0,99.0,2.5,0.0,100.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.6666666666666670,0.0,0.0,0.0,40.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,7,1.0,1.0,99.0,25.77,7.0,0.0,85.71,71.43,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,28.57,0.0,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31441144114411400,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0
252,7,68.29,99.0,13.15,99.0,7.0,14.29,85.71,14.29,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761666666666670,0.0,28.57,0.0,28.57,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,7,93.26,50.0,1.0,25.77,7.0,14.29,71.43,28.57,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,14,83.81,76.25,1.06,99.0,14.0,7.14,85.71,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,7.14,7.14,0.0,21.43,0.0,0.119,0.0,0.0,0.0,7.14,0.0,0.0,0.2858,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,28.57,0.0,7.14,7.14,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1570957095709570,0.0,21.43,7.14,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,10,78.3,99.0,3.37,25.77,5.0,0.0,80.0,30.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.16666666666666700,0.0,0.0,0.0,20.0,0.35001750087504400,0.3000300030003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,20.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
258,6,62.04,50.0,1.0,99.0,3.0,33.33,83.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,33.33,33.33,0.5555,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,16.67,0.0,16.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,50.0,16.67,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0
260,6,62.04,1.0,98.01,25.77,6.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3667766776677670,0.0,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
